question_id,quiz_id,question_title,question_description,question_type,question_mark,question_settings,question_order
125,8010,"5. ถ้าเปรียบเสมือนคอมพิวเตอร์ เป็นเครื่องซักผ้า แสดงว่าตอนนี้คอมพิวเตอร์ ยังขาด คุณสมบัติอะไรอะไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
126,8010,"6. ถ้าเปรียบเสมือนคอมพิวเตอร์ เป็นโทรทัศน์ แสดงว่าตอนนี้คอมพิวเตอร์ยังขาด คุณสมบัติอะไรอะไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",6
127,8010,"7. ถ้าเปรียบเสมือนคอมพิวเตอร์ เป็นเครื่องบิน แสดงว่าตอนนี้คอมพิวเตอร์ยังขาด คุณสมบัติอะไรอะไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",7
128,8010,"8. ฮาร์ดแวร์คอมพิวเตอร์ คืออะไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",8
129,8010,"9. ใครคือผู้พัฒนาพื้นฐานของวิทยาการคอมพิวเตอร์เชิงทฤษฏี",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",9
130,8010,"10. 1 bit มีค่าเท่ากับกี่ Byte",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",10
131,8013,"1. ระบบตัวเลขที่นิยมใช้งานในวงจรดิจิตอลใช้เลขฐานใดบ้าง",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
132,8013,"2. 1 0 0 0 1 . 1 0 1 2 มีค่าเท่ากับเท่าใดในเลขฐานสิบ",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
133,8013,"3. 1 1 0 1 1 1 2 มีค่าเท่ากับเท่าใดในเลขฐานสิบ",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
134,8013,"4. 1 0 1 0 1 . 1 2 มีค่าเท่ากับเท่าใดในเลขฐานสิบ",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
135,8013,"5. 234 มีค่าเท่ากับเท่าใดในเลขฐานสอง",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
136,8013,"6. 99 มีค่าเท่ากับเท่าใดในเลขฐานสอง",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",6
137,8013,"Question 137",,true_false,1.00,a:0:{},7
138,8013,"7. 925 มีค่าเท่ากับเท่าใดในเลขฐานสอง",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",8
139,8016,"1. ข้อใดคือความหมายของหน่วยแสดงผล (Output Unit)",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
140,8016,"2. ข้อใดต่อไปนี้ถูกต้องเกี่ยวกับ Unicode",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
141,8016,"3. ข้อใดกล่าวถึง หน่วยแสดงผล ได้ถูกต้อง",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
142,8016,"4. ค่าสีแดง, สีเขียว และสีน้ำเงิน ถูกรวมเข้าด้วยกันเพื่อให้ได้เป็นค่าสีใด",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
143,8016,"5. หน้าที่ของหน่วยแสดงผล คือข้อใด",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
144,8016,"6. มาตรฐาน ASCII คืออะไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",6
145,8016,"7. รหัส ASCII ใน Bin : 10110 หมายความว่าอย่างไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",7
146,8016,"8. รหัส ASCII ใน Bin : 1100 หมายความว่าอย่างไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",8
147,8016,"9. รหัส ASCII ในข้อใดหมายถึง Shift In / X-Off",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",9
148,8016,"10. รหัส ASCII ในข้อใดหมายถึง ตัวพิมพ์ใหญ่ A",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",10
149,8019,"1.ข้อใดคือสัญลักษณ์แสดงการเริ่มต้น หรือสิ้นสุดของผังงาน",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
150,8019,"2.ข้อใดคือสัญลักษณ์การรับ หรือแสดงข้อมูลโดยไม่ระบุชนิดของอุปกรณ์",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
151,8019,3.ข้อใดคือสัญลักษณ์การเปรียบเทียบการตัดสินใจ,,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
152,8019,"4. ข้อใดคือสัญลักษณ์การแสดงผลลัพธ์ลงบนกระดาษ",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
153,8019,"5. ระหว่างระยะเวลาในการแก้ไขปัญหาถ้ามองผ่านค่า log ข้อใดใดถือว่ามีประสิทธิภาพการทำงานที่เร็วที่สุด",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
154,8019,"6. ประสิทธิภาพของอัลกอริทึมขึ้นอยู่กับสิ่งใด",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",6
155,8019,"7. ข้อใดคือการเขียนผังงานที่ดี",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",7
156,8019,"8. อัลกอริทึมที่ดีต้องมีคุณสมบัติอย่างไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",8
157,8019,"9. ข้อใดคืออัลกอริทึมแบบทางเลือก",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",9
158,8019,"10. ข้อใดไม่ใช่ประโยชน์ของอัลกอริทึม",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",10
159,8019,"1. การโยนเหรียญเพื่อเสี่ยงทายตัดสินใจจะกินผลไม้หรือขนมปัง โดยมีเงื่อนไขว่า ถ้าออกหัวกินขนมปัง ถ้าออกก้อยกินผลไม้",,open_ended,1.00,"a:3:{s:13:"question_type";s:10:"open_ended";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",11
160,8019,"2.จงวิเคราะห์อัลกอริทึมของการทอดไข่เจียวหมูสับ เบื้องต้น พร้อมทั้งเขียน Process ของการแก้ปัญหา",,open_ended,1.00,"a:3:{s:13:"question_type";s:10:"open_ended";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",12
161,8019,"จงเขียน Flowchart ด้วยมือลงกระดาษ a4 แล้วถ่ายรูปส่งมา หรือใช้อะไรก็ได้ที่ถนัด ส่งคำตอบให้ Admin ใน Slack รบกวนเขียนชื่อและ e-mail ในกระดาษคำตอบให้ด้วยนะคะ",,open_ended,1.00,"a:3:{s:13:"question_type";s:10:"open_ended";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",13
162,8036,"1. “กําหนดให้ A, B, C เป็นจํานวนเต็ม และ A เป็นผลบวกของ B และ C” จากข้อความดังกล่าว ข้อใดเขียนการถ่ายทอดความคิดด้วยรหัสเทียม ที่แสดงผลลัพธ์ของโจทย์ปัญหานี้ได้ถูกต้อง",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
164,8036,"2. การเขียนรหัสเทียมมีลักษณะอย่างไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
165,8036,"3. ข้อใดเรียงลําดับขั้นตอนการพัฒนาโปรแกรมได้ถูกต้อง",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
166,8036,"4. ในการเขียนรหัสเทียมข้อใด ไม่ ถูกต้อง",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
167,8036,"5. ในการเขียนรหัสเทียมข้อใดถูกต้อง",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",6
168,8036,"6. คำสั่งพื้นฐานหรือเครื่องหมายใดในการเขียนรหัสเทียมแสดงถึง การกำหนดค่า",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",7
169,8036,"7. คำสั่งพื้นฐาน หรือเครื่องหมายใดในการเขียนรหัสเทียมแสดงถึง การเปรียบเทียบ หรือตรวจสอบเงื่อนไขการทำงาน",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",8
170,8036,"8. คำสั่งพื้นฐาน หรือเครื่องหมายใดในการเขียนรหัสเทียมแสดงถึง การทำงานวนซ้ำ",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",9
171,8036,"9. ข้อใดคือประโยชน์ของรหัสเทียม",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",10
172,8036,"10. ข้อใดคือหลักการเขียนรหัสเทียมเบื้องต้น",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",11
173,8036,"Project 5.รหัสเทียม (Pseudo code)","Quiz 5 ข้อ : จงเขียน flowchart และ pseudocode ของทั้งหมดต่อไปนี้ 

1. รับค่าเกรดของนักเรียน  1 คน แล้วแสดงผลเกรดออกมา

2. รับค่าเกรดของนักเรียน 1 คน  แล้วตรวจว่า ถ้า น้อยกว่า 80% ให้แสดงผลว่า “ตก” ถ้ามากกว่า 80% ให้แสดงผลว่า”ผ่าน” 

3. รับค่าเกรดของนักเรียน 10 คน  แล้วตรวจว่า ถ้า น้อยกว่า 80% ให้แสดงผลว่า “ตก” ถ้ามากกว่า 80% ให้แสดงผลว่า”ผ่าน”

4. รับค่าเกรดของนักเรียน 10 คน  แล้วตรวจว่า 

     a.ถ้า น้อยกว่า 50% ให้แสดงผล “F”

     b.ถ้ามากกว่า 50% แต่น้อยกว่า 80% ให้แสดงผลว่า “Good” 

     c.ถ้ามากกว่าหรือเท่ากับ 80% ให้แสดงผลว่า “Great” 

จงเขียน Flowchart และรหัสเทียม คำนวณค่าแรงต่อวันของพนักงาน (Wage) กำหนดให้โปรแกรมอ่านชื่อ (Name) จำนวนชั่วโมง (Hr) และอัตราค่าแรง (Rate)

   - ถ้าพนักงานทำงานไม่เกิน 6 ชั่วโมง ให้คิดค่าแรงตามปกติ

   - ถ้าพนักงานทำงานเกิน 6 ชั่วโมง ให้คิดค่าแรงส่วนที่เกินจาก 6 ชั่วโมงเป็น 2 เท่าของค่าแรงปกติ

แนะนำให้ใช้ Tools Online ในการทำงาน เพราะว่าจะแก้ไม่เยอะ

ส่งคำตอบให้กับ admin ใน slack รบกวนเขียนชื่อและ e-mail ในกระดาษคำตอบให้ด้วยนะคะ

**ผู้เข้าเรียน  upload file ผ่านนี่ https://imgbb.com/ แล้วให้ใส่ link ลงในคำตอบ

วิธีการส่ง Project

ขั้นตอนที่ 1) ส่งงานโดยการแชร์ link Scratch project ในระบบ Digital Skill 

คู่มือส่งการบ้าน https://coursestudio.digitalskill.org/asset-v1:SOFTWAREPARKTHAILAND_CODECAMP+CC102+2019+type@asset+block@%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%AA_%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9A_%E0%B8%B2%E0%B8%99%E0%B8%9C_%E0%B8%B2%E0%B8%99_Digital_Skill.pdf",open_ended,1.00,"a:3:{s:13:"question_type";s:10:"open_ended";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",12
174,8038,"1.ทำการเปลี่ยนจาก แมว เป็น Animal ชนิดใดก็ได้ จำนวน 3 ชนิด เช่น Parrot เป็นต้น",,open_ended,1.00,"a:3:{s:13:"question_type";s:10:"open_ended";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
175,8038,"2.ลองทำการเปลี่ยนพื้นหลัง (Stage) ให้เป็นอะไรก็ได้ จำนวน 1 พื้นหลัง",,open_ended,1.00,"a:3:{s:13:"question_type";s:10:"open_ended";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
176,8038,"3.ลองทำการ Upload Sprite เป็นรูปของตนเองขึ้น จำนวน 1 ภาพ",,open_ended,1.00,"a:3:{s:13:"question_type";s:10:"open_ended";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
177,8038,"4.ลองทำการ Upload Backdrop เป็น ภาพอะไรก็ได้ที่เราถ่ายด้วยตนเอง จำนวน 1 ภาพ",,open_ended,1.00,"a:3:{s:13:"question_type";s:10:"open_ended";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
178,8038,"5.ลองใช้ Paint Sprite วาดสัตว์อะไรก็ได้ขึ้นมา 1 อย่าง และลองใช้ Surprise Backdrop แล้วบอกว่า พื้นหลังที่แสดง คือภาพอะไร",,open_ended,1.00,"a:3:{s:13:"question_type";s:10:"open_ended";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
179,8039,"1. ส่วนประกอบหลักของหน้าต่างการทำงานของโปรแกรม Scratch มีอะไรบ้าง",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
180,8039,"2. โปรแกรม Scratch คืออะไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
181,8039,"3. ข้อใด คือ บล็อกที่จะถูกนำมาใช้เป็นอันดับแรกเสมอในการเขียนสคริปต์",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
182,8039,"4. เมื่อเปิดโปรแกรม Scratch ขึ้นมาจะพบว่าแมวอยู่ตำแหน่งใด",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",4
183,8039,"5. บล็อกคำสั่ง repeat until หมายถึงคำสั่งอะไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
184,8039,"6. การสร้างตัวแปรในโปรแกรม Scratch ทำได้โดยการคลิกที่บล็อกคำสั่งใด",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",6
185,8039,"7. หากต้องการให้ตัวละครอยู่ในตำแหน่งที่ต้องการเสมอต้องทำอย่างไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",7
186,8039,"8. หากเปลี่ยนตัวเลขใน บล็อก Move ของกลุ่มบล็อก Motion จากเลข 10 เป็น -10 จะเกิดอะไรขึ้น?",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",8
187,8039,"9. ปุ่มธงเขียวและบล็อกธงเขียว มีความสัมพันธ์ในการทํางานกันอย่างไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",9
188,8039,"10. ข้อใดไม่ใช่ คำสั่งควบคุมการทำงานแบบวนซ้ำ?",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",10
189,8062,"1.) ข้อใดต่อไปนี้ไม่ใช่ชนิดของเครือข่าย",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",1
190,8062,"2.) ข้อแตกต่างระหว่าง WAN ต่างกับ LAN อย่างไร",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",2
191,8062,"3.) Layers ใด ทำหน้าที่เชื่อมต่อกับ Upper Layer ในการใช้งาน network service",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",3
192,8062,"4.) ข้อใดกล่าวถูกต้องเกี่ยวกับไฟเบอร์ ออพติก",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",4
193,8062,"5.) แบบจำลองของ OSI มีจำนวนด้วยกันทั้งหมดกี่ Layers",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",5
194,8062,"6.) ข้อใดต่อไปนี้ไม่ได้เป็นประเภทของสื่อกลางทางกายภาพ",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",6
195,8062,"7.) ข้อใดคือความหมายของไฟร์วอลล์",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",7
196,8062,"8.) กระบวนการใดไม่มีในแบบจำลอง OSI",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",8
197,8062,"9.) ข้อใดคือ Transport",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",9
198,8062,"10) ข้อใดคือ Physical",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",10
199,8065,"1.) ภาษา HTML มีความหมายตรงกับข้อใด",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",1
200,8065,"2.) ข้อใดกล่าวไม่ถูกต้อง",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",2
201,8065,"3.) ข้อใดใช้ Attribute ไม่ถูกต้อง",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",3
202,8065,"4.) ข้อใดประกาศชนิดของเอกสารHTML5ได้ถูกต้อง",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",4
203,8065,"5.) ส่วนใดที่ใช้ในการแสดงชื่อเรื่องของเว็บ",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",5
204,8075,"1. ข้อใดคือความหมายของ ISP",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
205,8075,"2. ข้อใดคือความหมายของ Megabyte",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
206,8065,"6.) ส่วนใดที่ใช้ในการแสดงเนื้อหาของเว็บ",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",6
207,8075,"3. 1 Megabyte สามารถสร้างไบต์ในรูปของทศนิยมได้เท่าไหร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",3
209,8075,"4. ข้อใดคือความหมายของ POP",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",5
210,8075,"5. ข้อใดคือความหมายของ FTP",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",6
211,8075,"6. ข้อใดคือความหมายของ Cybercrime",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",7
212,8065,"7.) ข้อใดคือคำสั่งในการกำหนดโครงสร้างหลักของเอกสาร HTML",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",7
213,8075,"7. ข้อใดคือความหมายของ HTML",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",8
214,8075,"8. ข้อใดคือความหมายของ Python",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",9
215,8075,"9. การเขียนโปรแกรมไพทอนจะใช้เครื่องมือช่วยในการพัฒนาโปรแกรมที่เรียกว่า อะไร",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",10
216,8065,"8.) ข้อใดไม่ใช่โปรแกรม Text Editor",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",8
217,8075,"10. ข้อใดคือความหมายของ MAC",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",11
218,8065,"9.) ข้อใดไม่ใช่โปรแกรม Web Browser",,single_choice,1.00,"a:5:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:18:"randomize_question";s:1:"1";s:13:"question_mark";s:4:"1.00";s:18:"show_question_mark";s:1:"1";}",9
219,8075,"คำจำกัดความของเทคโนโลยีที่สำคัญ จงให้นิยามของคำต่อไปนี้","1.Pixel

2.Pop-up blocker

3.Protocol

4.Proxy

5.Sever

6.Software

7.TrueType

8.UNIX

9.Virtualization

10.VPN

11.WLAN

12.Zip",open_ended,1.00,"a:3:{s:13:"question_type";s:10:"open_ended";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",12
220,8065,"10.) คำสั่งในภาษา HTML ต่อไปนี้ ข้อใดไม่ถูกต้อง",,single_choice,1.00,"a:2:{s:13:"question_type";s:13:"single_choice";s:13:"question_mark";s:4:"1.00";}",10
221,8099,"1. ข้อใดคือความหมายของ ISP",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",1
222,8099,"2. ข้อใดคือความหมายของ Megabyte",,single_choice,1.00,"a:3:{s:13:"question_type";s:13:"single_choice";s:15:"answer_required";s:1:"1";s:13:"question_mark";s:4:"1.00";}",2
