attempt_id,course_id,quiz_id,user_id,total_questions,total_answered_questions,total_marks,earned_marks,attempt_info,attempt_status,attempt_ip,attempt_started_at,attempt_ended_at,is_manually_reviewed,manually_reviewed_at
110,9515,9518,485,8,0,NULL,NULL,"a:9:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:2:"10";s:15:"quiz_auto_start";s:1:"1";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,58.8.255.58,"2020-05-07 09:57:53",NULL,NULL,NULL
111,9515,9565,485,5,0,NULL,NULL,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,58.8.255.58,"2020-05-07 09:58:12",NULL,NULL,NULL
112,9515,9565,19,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.60.76,"2020-05-07 09:59:33","2020-05-07 10:03:49",NULL,NULL
113,9515,9565,285,5,3,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.245.163,"2020-05-07 10:05:40","2020-05-07 10:06:35",NULL,NULL
114,9515,9565,285,5,1,10.00,0.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"2";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:3:"asc";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.245.163,"2020-05-07 10:08:45","2020-05-07 10:28:49",NULL,NULL
115,9515,9565,285,5,1,10.00,0.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:2:"14";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:3:"asc";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.245.163,"2020-05-07 11:15:17","2020-05-07 11:35:20",NULL,NULL
116,9515,9565,285,5,5,10.00,8.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:2:"14";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:3:"asc";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.245.163,"2020-05-07 11:35:53","2020-05-07 11:37:20",NULL,NULL
117,9515,9565,285,5,1,10.00,0.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:2:"14";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:3:"asc";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.245.163,"2020-05-07 11:40:08","2020-05-07 12:00:11",NULL,NULL
118,9515,9565,285,5,1,10.00,0.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:2:"14";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:3:"asc";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.245.163,"2020-05-07 13:19:01","2020-05-07 13:29:30",NULL,NULL
119,9515,9565,489,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"0";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.99.155.110,"2020-05-08 03:01:10","2020-05-08 03:18:11",NULL,NULL
120,9515,9518,519,8,0,NULL,NULL,"a:9:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:2:"10";s:15:"quiz_auto_start";s:1:"1";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,49.48.230.124,"2020-05-08 03:03:45",NULL,NULL,NULL
121,9515,9565,509,5,5,10.00,0.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.245.239,"2020-05-08 03:03:56","2020-05-08 03:23:16",NULL,NULL
122,9515,9518,491,8,0,NULL,NULL,"a:9:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:2:"10";s:15:"quiz_auto_start";s:1:"1";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,184.82.231.26,"2020-05-08 03:04:40",NULL,NULL,NULL
123,9515,9565,491,5,5,10.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.82.231.26,"2020-05-08 03:04:58","2020-05-08 03:19:51",NULL,NULL
124,9515,9565,500,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.122.193.17,"2020-05-08 03:05:43","2020-05-08 03:24:29",NULL,NULL
125,9515,9565,525,5,5,10.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.98.39.151,"2020-05-08 03:05:53","2020-05-08 03:17:31",NULL,NULL
126,9515,9518,492,8,0,NULL,NULL,"a:9:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:2:"10";s:15:"quiz_auto_start";s:1:"1";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,171.96.154.124,"2020-05-08 03:05:56",NULL,NULL,NULL
127,9515,9565,503,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,1.47.196.154,"2020-05-08 03:06:32","2020-05-08 03:12:02",NULL,NULL
128,9515,9565,514,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,182.232.185.101,"2020-05-08 03:06:38","2020-05-08 03:21:39",NULL,NULL
129,9515,9565,487,5,5,10.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.122.110.104,"2020-05-08 03:06:46","2020-05-08 03:20:50",NULL,NULL
130,9515,9565,502,5,5,10.00,0.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,27.55.88.161,"2020-05-08 03:06:50","2020-05-08 03:13:37",NULL,NULL
131,9515,9565,504,5,5,10.00,0.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,125.27.160.217,"2020-05-08 03:06:54","2020-05-08 03:21:27",NULL,NULL
132,9515,9565,506,5,5,10.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,182.232.49.172,"2020-05-08 03:07:03","2020-05-08 03:19:13",NULL,NULL
133,9515,9565,498,5,5,10.00,6.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,58.8.45.206,"2020-05-08 03:07:11","2020-05-08 03:17:14",NULL,NULL
134,9515,9565,492,5,5,10.00,0.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.96.154.124,"2020-05-08 03:07:15","2020-05-08 03:18:06",NULL,NULL
135,9515,9565,490,5,5,10.00,0.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.170.200,"2020-05-08 03:07:20","2020-05-08 03:20:24",NULL,NULL
136,9515,9565,519,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.48.230.124,"2020-05-08 03:07:20","2020-05-08 03:24:11",NULL,NULL
137,9515,9565,517,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.102.107,"2020-05-08 03:07:47","2020-05-08 03:16:47",NULL,NULL
138,9515,9565,496,5,5,10.00,8.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.122.193.147,"2020-05-08 03:07:49","2020-05-08 03:21:05",NULL,NULL
139,9515,9565,515,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,184.22.175.30,"2020-05-08 03:08:00","2020-05-08 03:19:45",NULL,NULL
140,9515,9565,510,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.6.97.3,"2020-05-08 03:08:00","2020-05-08 03:22:09",NULL,NULL
141,9515,9565,512,5,5,10.00,0.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.122.77.89,"2020-05-08 03:08:01","2020-05-08 03:18:10",NULL,NULL
142,9515,9565,516,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.97.98.255,"2020-05-08 03:08:07","2020-05-08 03:18:51",NULL,NULL
143,9515,9565,493,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.97.221.56,"2020-05-08 03:08:15","2020-05-08 03:20:17",NULL,NULL
144,9515,9565,501,5,5,10.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.6.228.191,"2020-05-08 03:08:16","2020-05-08 03:18:30",NULL,NULL
145,9515,9565,511,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,101.51.221.145,"2020-05-08 03:08:36","2020-05-08 03:19:01",NULL,NULL
146,9515,9565,499,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,124.120.118.152,"2020-05-08 03:08:37","2020-05-08 03:18:17",NULL,NULL
147,9515,9565,508,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.247.147,"2020-05-08 03:08:41","2020-05-08 03:19:41",NULL,NULL
148,9515,9565,518,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.48.91.252,"2020-05-08 03:08:44","2020-05-08 03:17:36",NULL,NULL
149,9515,9565,497,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,182.232.186.66,"2020-05-08 03:08:45","2020-05-08 03:20:15",NULL,NULL
150,9515,9565,513,5,5,10.00,0.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,115.87.190.213,"2020-05-08 03:09:20","2020-05-08 03:18:40",NULL,NULL
151,9515,9565,494,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.239.110,"2020-05-08 03:09:23","2020-05-08 03:27:09",NULL,NULL
152,9515,9565,505,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,103.106.9.15,"2020-05-08 03:10:04","2020-05-08 03:21:57",NULL,NULL
153,9515,9518,526,8,0,NULL,NULL,"a:9:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:2:"10";s:15:"quiz_auto_start";s:1:"1";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,49.49.245.250,"2020-05-08 03:10:54",NULL,NULL,NULL
154,9515,9565,507,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,223.24.157.6,"2020-05-08 03:11:07","2020-05-08 03:21:21",NULL,NULL
155,9515,9565,526,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.49.245.250,"2020-05-08 03:11:38","2020-05-08 03:18:58",NULL,NULL
156,9515,9565,527,5,5,10.00,2.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.96.135.76,"2020-05-08 03:12:39","2020-05-08 03:31:50",NULL,NULL
157,9515,9565,524,5,5,10.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,49.230.5.1,"2020-05-08 03:15:28","2020-05-08 03:16:41",NULL,NULL
158,9515,9565,616,5,5,10.00,4.00,"a:7:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"20";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1200;}s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"80";s:24:"max_questions_for_answer";s:2:"10";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_ended,171.97.141.88,"2020-05-08 03:19:33","2020-05-08 03:23:48",NULL,NULL
159,9515,9518,525,8,0,NULL,NULL,"a:9:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:2:"10";s:15:"quiz_auto_start";s:1:"1";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,171.98.39.151,"2020-05-08 03:19:47",NULL,NULL,NULL
160,9515,9518,616,8,0,NULL,NULL,"a:9:{s:10:"time_limit";a:3:{s:10:"time_value";s:2:"30";s:9:"time_type";s:7:"minutes";s:18:"time_limit_seconds";i:1800;}s:22:"hide_quiz_time_display";s:1:"1";s:16:"attempts_allowed";s:1:"1";s:13:"passing_grade";s:2:"50";s:24:"max_questions_for_answer";s:2:"10";s:15:"quiz_auto_start";s:1:"1";s:20:"question_layout_view";s:0:"";s:15:"questions_order";s:4:"rand";s:29:"short_answer_characters_limit";s:3:"200";}",attempt_started,171.97.141.88,"2020-05-08 03:22:06",NULL,NULL,NULL
